acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp,label
-2.468421912,8.564059338,3.150769385,0.893129771,-2.786259542,-7.58778626,34.55352941,2
-2.195482922,8.729259253,2.947262244,-1.175572519,-0.412213741,0.572519084,34.50647059,2
-2.104503259,8.6526448,2.889801404,-0.885496183,0.648854962,0.038167939,34.60058824,2
-2.047042419,8.688557825,3.081337537,-0.671755725,0.557251908,0.083969466,34.60058824,2
-1.77410343,8.374917407,4.094084839,-0.511450382,-0.190839695,-1.229007634,34.64764706,2
-1.771709229,8.190563879,4.1826703,1.488549618,-2.65648855,-0.809160305,34.60058824,2
-2.063801831,8.506598499,3.59130249,-0.664122137,-1.58778626,-0.572519084,34.60058824,2
-2.834734766,8.008604553,3.596090894,-2.564885496,-0.893129771,0.442748092,34.55352941,2
-2.255337964,8.576030347,3.105279553,-5.404580153,0.908396947,4.465648855,34.60058824,2
-2.401384265,8.640673792,2.545036365,2.030534351,1.816793893,3.305343511,34.69470588,2
-2.169146704,8.865728748,2.717418884,5.083969466,3.183206107,3.381679389,34.64764706,2
-2.741360901,8.501810095,2.901772412,0.366412214,6.526717557,-5.152671756,34.69470588,2
-2.820369556,6.986280444,5.959167932,-3.259541985,1.572519084,0.885496183,34.60058824,2
-2.427720483,7.050923889,5.942408521,0.923664122,-0.603053435,1.236641221,34.64764706,3
-2.46602771,7.072471704,5.944802722,0.488549618,-1.687022901,-0.229007634,34.64764706,3
-3.162740393,6.131550452,6.442796667,-9.847328244,1.824427481,-5.175572519,34.64764706,3
-2.363077039,6.787561707,6.385335828,0.916030534,-0.396946565,-0.72519084,34.74176471,3
-2.420537878,6.936002209,6.035782385,-1.20610687,0.511450382,-0.198473282,34.69470588,3
-2.398990063,7.079654309,5.961562134,3.534351145,-0.374045802,-0.122137405,34.69470588,3
-2.236184351,6.636727002,6.28717356,-4.854961832,14.77099237,-6.488549618,34.78882353,3
-2.398990063,6.457161877,6.514622717,-0.366412214,-2.58778626,-0.488549618,34.74176471,3
-2.260126367,6.813897925,6.373364819,-1.366412214,0.763358779,-0.259541985,34.74176471,3
-3.181894006,6.30153877,6.382941626,-13.09160305,16.91603053,8.496183206,34.69470588,3
-2.310404602,6.754042883,6.361393811,-2.045801527,-0.259541985,-0.740458015,34.17705882,3
-2.420537878,6.856993555,6.198588098,-1.229007634,0.534351145,-0.488549618,34.17705882,3
-2.954444849,5.281608862,7.34062229,-4.244274809,-4.312977099,0.145038168,34.27117647,3
-2.547430566,6.390124231,6.876147168,2.145038168,2.679389313,1.824427481,34.31823529,3
-2.870647791,5.899312891,7.084442712,3.404580153,-0.473282443,2,34.31823529,3
-2.470816113,6.327874988,6.643909607,-1.129770992,0.320610687,1.213740458,34.27117647,3
-2.370259644,6.478709692,6.732495068,8.801526718,-12.12977099,-4.030534351,34.27117647,3
-2.415749475,6.766013892,6.150704065,6.671755725,-6.259541985,-8.297709924,34.31823529,3
-2.233790149,6.82108053,6.385335828,-4.625954198,3.480916031,2.34351145,34.31823529,3
-2.245761157,7.074865906,5.95677373,12.16030534,-7.687022901,-1.488549618,34.31823529,3
-1.640028137,7.508216406,5.418078357,-5.824427481,-8.312977099,8.984732824,34.41235294,3
-1.13963999,7.740453967,5.303156677,-0.259541985,1.267175573,1.022900763,34.31823529,3
-1.67354696,7.709329346,5.427655164,5.335877863,-1.641221374,-6.908396947,34.50647059,3
-1.22583125,8.03254657,4.896142395,-1.839694656,1.198473282,-0.679389313,34.55352941,3
-1.046266125,7.979874133,4.97515105,0.79389313,-3.229007634,-0.038167939,34.50647059,3
-1.039083521,8.0756422,5.319916089,-5.114503817,3.13740458,-1.58778626,34.41235294,3
-1.81719906,7.072471704,6.169857678,-6.320610687,-0.938931298,2.06870229,34.45941176,3
-1.395819568,7.201758594,6.026205579,-0.320610687,2.900763359,0.06870229,34.50647059,3
-1.611297717,7.129932544,6.12915625,-1.229007634,-0.717557252,1.038167939,34.45941176,3
0,0,0,0,0,0,36.53,4
-2.358288635,8.604760767,2.813186951,0.129770992,1.366412214,3.984732824,33.98882353,4
-2.528276953,8.492233289,2.801215942,1.702290076,-0.450381679,-0.511450382,34.13,4
-2.501940735,8.669404211,2.62404502,-0.641221374,0.603053435,0.13740458,34.03588235,4
-2.50912334,8.72447085,2.52348855,-0.916030534,0.458015267,-0.053435115,33.98882353,4
-2.375048047,8.602366565,2.4516625,0.908396947,0.847328244,0.908396947,34.13,4
-2.145204688,9.030928662,1.213860242,1.702290076,-6.381679389,-1.610687023,34.13,4
-1.829170068,9.15782135,0.502782349,0.244274809,0.633587786,0.282442748,34.13,4
-1.97521637,9.076418494,0.77811554,-2.961832061,-1.183206107,-1.458015267,34.13,4
-1.493981836,9.263166223,0.361524451,-6.20610687,-0.534351145,-2.824427481,34.22411765,4
-1.853112085,9.02853446,1.029506714,-3.778625954,5.946564885,2.954198473,34.17705882,4
-1.855506287,9.069235889,1.422155786,-2.320610687,-1.687022901,0.503816794,33.56529412,4
-1.865083093,9.01416925,1.36948335,-1.251908397,1.267175573,-0.183206107,34.27117647,4
-1.94648595,8.913612781,1.335964526,-1.58778626,-1.847328244,-1.007633588,34.31823529,4
-1.790862842,8.992621436,1.335964526,-3.832061069,-0.488549618,-0.198473282,34.31823529,4
-1.898601917,9.0859953,1.280897888,-1.549618321,-0.290076336,0.618320611,34.31823529,4
-2.032677209,9.121908325,1.352723938,-2.06870229,0.152671756,-0.328244275,34.36529412,4
-1.778891833,9.18655177,1.472434021,0.923664122,2.877862595,3.854961832,34.36529412,4
-1.877054102,9.145850342,1.429338391,-0.13740458,-0.832061069,-0.335877863,34.31823529,4
-2.049436621,8.899247571,1.525106458,6.122137405,-1.870229008,-2.305343511,34.41235294,4
-2.035071411,9.145850342,0.900219824,1.732824427,10.02290076,5.465648855,34.36529412,4
-2.298433594,9.038111267,1.072602344,-2.473282443,0.801526718,-0.083969466,34.31823529,4
-2.020706201,9.038111267,1.541865869,-1.679389313,0.770992366,0.297709924,34.36529412,4
-2.080561243,8.872911353,1.584961499,-4.847328244,2.030534351,-0.702290076,34.31823529,4
-2.013523596,8.865728748,1.786074438,-0.549618321,0.541984733,-0.114503817,34.36529412,4
-2.164358301,8.904035974,1.592144104,-0.412213741,-1.893129771,-0.236641221,34.41235294,4
-1.618480322,9.224858997,1.388636963,0.244274809,14.60305344,18.59541985,34.41235294,4
-1.144428394,9.112331519,1.991975781,-0.946564886,7.13740458,0.885496183,34.50647059,4
-1.106121167,9.033322864,1.728613599,-0.221374046,1.702290076,0.702290076,34.55352941,4
-0.998382092,9.052476477,1.70227738,0.435114504,0.664122137,0.801526718,34.50647059,4
